;Unnamed: 0;text;step1;tokens;final_tokens;step2;finalText_str;ProcessedText
1608;1608;i woke up and felt sad all over again but that was quickly replaced with a feeling that reassured me things will work themselves out on their own time;woke up and felt sad all over again but that was quickly replaced with feeling that reassured me things will work themselves out on their own time;['woke', 'up', 'and', 'felt', 'sad', 'all', 'over', 'again', 'but', 'that', 'was', 'quickly', 'replaced', 'with', 'feeling', 'that', 'reassured', 'me', 'things', 'will', 'work', 'themselves', 'out', 'on', 'their', 'own', 'time'];['woke', 'up', 'and', 'felt', 'sad', 'all', 'over', 'again', 'but', 'that', 'was', 'quickly', 'replaced', 'with', 'feeling', 'that', 'reassured', 'me', 'things', 'will', 'work', 'themselves', 'out', 'on', 'their', 'own', 'time'];woke up and felt sad all over again but that was quickly replaced with feeling that reassured me things will work themselves out on their own time;woke up and felt sad all over again but that was quickly replaced with feeling that reassured me things will work themselves out on their own time;woke up felt sad all over again but that was quickly replaced with feeling that reassured me things will work themselves out on their own time
1609;1609;i feel quite reluctant to pick up a dance with dragons book because once i m done with that who knows how long i d have to wait for martin to finish his next installment it took him years to release a dance with dragons after a feast for crows;feel quite reluctant to pick up dance with dragons book because once done with that who knows how long have to wait for martin to finish his ne installment it took him years to release dance with dragons after feast for crows;['feel', 'quite', 'reluctant', 'to', 'pick', 'up', 'dance', 'with', 'dragons', 'book', 'because', 'once', 'done', 'with', 'that', 'who', 'knows', 'how', 'long', 'have', 'to', 'wait', 'for', 'martin', 'to', 'finish', 'his', 'ne', 'installment', 'it', 'took', 'him', 'years', 'to', 'release', 'dance', 'with', 'dragons', 'after', 'feast', 'for', 'crows'];['feel', 'quite', 'reluctant', 'to', 'pick', 'up', 'dance', 'with', 'dragons', 'book', 'because', 'once', 'done', 'with', 'that', 'who', 'knows', 'how', 'long', 'have', 'to', 'wait', 'for', 'martin', 'to', 'finish', 'his', 'ne', 'installment', 'it', 'took', 'him', 'years', 'to', 'release', 'dance', 'with', 'dragons', 'after', 'feast', 'for', 'crows'];feel quite reluctant to pick up dance with dragons book because once done with that who knows how long have to wait for martin to finish his ne installment it took him years to release dance with dragons after feast for crows;feel quite reluctant to pick up dance with dragons book because once done with that who knows how long have to wait for martin to finish his ne installment it took him years to release dance with dragons after feast for crows;feel quite reluctant pick up dance with dragons book because once done with that who knows how long have wait for martin finish his ne installment it took him years release dance with dragons after feast for crows
1610;1610;i was trying to demonstrate that i understood what she was feeling but she was very alarmed and worried for my safety;was trying to demonstrate that understood what she was feeling but she was very alarmed and worried for my safety;['was', 'trying', 'to', 'demonstrate', 'that', 'understood', 'what', 'she', 'was', 'feeling', 'but', 'she', 'was', 'very', 'alarmed', 'and', 'worried', 'for', 'my', 'safety'];['was', 'trying', 'to', 'demonstrate', 'that', 'understood', 'what', 'she', 'was', 'feeling', 'but', 'she', 'was', 'very', 'alarmed', 'and', 'worried', 'for', 'my', 'safety'];was trying to demonstrate that understood what she was feeling but she was very alarmed and worried for my safety;was trying to demonstrate that understood what she was feeling but she was very alarmed and worried for my safety;was trying demonstrate that understood what she was feeling but she was very alarmed worried for my safety
1611;1611;i feel like he s a lot more playful open with me than other girls i know he s friends with;feel like he lot more playful open with me than other girls know he friends with;['feel', 'like', 'he', 'lot', 'more', 'playful', 'open', 'with', 'me', 'than', 'other', 'girls', 'know', 'he', 'friends', 'with'];['feel', 'like', 'he', 'lot', 'more', 'playful', 'open', 'with', 'me', 'than', 'other', 'girls', 'know', 'he', 'friends', 'with'];feel like he lot more playful open with me than other girls know he friends with;feel like he lot more playful open with me than other girls know he friends with;feel like he lot more playful open with me than other girls know he friends with
1612;1612;i needed some space i needed to grow i was in the midst of some serious change and ok yes they had also hurt my feelings pretty badly and i was a bit spiteful;needed some space needed to grow was in the midst of some serious change and ok yes they had also hurt my feelings pretty badly and was bit spiteful;['needed', 'some', 'space', 'needed', 'to', 'grow', 'was', 'in', 'the', 'midst', 'of', 'some', 'serious', 'change', 'and', 'ok', 'yes', 'they', 'had', 'also', 'hurt', 'my', 'feelings', 'pretty', 'badly', 'and', 'was', 'bit', 'spiteful'];['needed', 'some', 'space', 'needed', 'to', 'grow', 'was', 'in', 'the', 'midst', 'of', 'some', 'serious', 'change', 'and', 'ok', 'yes', 'they', 'had', 'also', 'hurt', 'my', 'feelings', 'pretty', 'badly', 'and', 'was', 'bit', 'spiteful'];needed some space needed to grow was in the midst of some serious change and ok yes they had also hurt my feelings pretty badly and was bit spiteful;needed some space needed to grow was in the midst of some serious change and ok yes they had also hurt my feelings pretty badly and was bit spiteful;needed some space needed grow was in the midst of some serious change ok yes they had also hurt my feelings pretty badly was bit spiteful
1613;1613;i feel very cheated since i am supporting the family and doing all the other stuff while he spends hours a day gaming;feel very cheated since am supporting the family and doing all the other stuff while he spends hours day gaming;['feel', 'very', 'cheated', 'since', 'am', 'supporting', 'the', 'family', 'and', 'doing', 'all', 'the', 'other', 'stuff', 'while', 'he', 'spends', 'hours', 'day', 'gaming'];['feel', 'very', 'cheated', 'since', 'am', 'supporting', 'the', 'family', 'and', 'doing', 'all', 'the', 'other', 'stuff', 'while', 'he', 'spends', 'hours', 'day', 'gaming'];feel very cheated since am supporting the family and doing all the other stuff while he spends hours day gaming;feel very cheated since am supporting the family and doing all the other stuff while he spends hours day gaming;feel very cheated since am supporting the family doing all the other stuff while he spends hours day gaming
1614;1614;i continue to feel so content about our decision to move here;continue to feel so content about our decision to move here;['continue', 'to', 'feel', 'so', 'content', 'about', 'our', 'decision', 'to', 'move', 'here'];['continue', 'to', 'feel', 'so', 'content', 'about', 'our', 'decision', 'to', 'move', 'here'];continue to feel so content about our decision to move here;continue to feel so content about our decision to move here;continue feel so content about our decision move here
1615;1615;i cant helped but to feel burdened and anxious about this;cant helped but to feel burdened and an about this;['cant', 'helped', 'but', 'to', 'feel', 'burdened', 'and', 'an', 'about', 'this'];['cant', 'helped', 'but', 'to', 'feel', 'burdened', 'and', 'an', 'about', 'this'];cant helped but to feel burdened and an about this;cant helped but to feel burdened and an about this;cant helped but feel burdened an about this
1616;1616;i wont lie this week has been abit of a difficult week for me ive been feeling very stressed and anxious this week plus i think im coming down with the flu but it has definately helped me to appreciate the little things;wont lie this week has been abit of difficult week for me ive been feeling very stressed and an this week plus think im coming down with the flu but it has definately helped me to appreciate the little things;['wont', 'lie', 'this', 'week', 'has', 'been', 'abit', 'of', 'difficult', 'week', 'for', 'me', 'ive', 'been', 'feeling', 'very', 'stressed', 'and', 'an', 'this', 'week', 'plus', 'think', 'im', 'coming', 'down', 'with', 'the', 'flu', 'but', 'it', 'has', 'definately', 'helped', 'me', 'to', 'appreciate', 'the', 'little', 'things'];['wont', 'lie', 'this', 'week', 'has', 'been', 'abit', 'of', 'difficult', 'week', 'for', 'me', 'ive', 'been', 'feeling', 'very', 'stressed', 'and', 'an', 'this', 'week', 'plus', 'think', 'im', 'coming', 'down', 'with', 'the', 'flu', 'but', 'it', 'has', 'definately', 'helped', 'me', 'to', 'appreciate', 'the', 'little', 'things'];wont lie this week has been abit of difficult week for me ive been feeling very stressed and an this week plus think im coming down with the flu but it has definately helped me to appreciate the little things;wont lie this week has been abit of difficult week for me ive been feeling very stressed and an this week plus think im coming down with the flu but it has definately helped me to appreciate the little things;wont lie this week has been abit of difficult week for me ive been feeling very stressed an this week plus think coming down with the flu but it has definately helped me appreciate the little things
1617;1617;i kinda get real attached and excited when i feel that way and i never handle things as well as others would;kinda get real attached and when feel that way and never handle things as well as others would;['kinda', 'get', 'real', 'attached', 'and', 'when', 'feel', 'that', 'way', 'and', 'never', 'handle', 'things', 'as', 'well', 'as', 'others', 'would'];['kinda', 'get', 'real', 'attached', 'and', 'when', 'feel', 'that', 'way', 'and', 'never', 'handle', 'things', 'as', 'well', 'as', 'others', 'would'];kinda get real attached and when feel that way and never handle things as well as others would;kinda get real attached and when feel that way and never handle things as well as others would;kinda get real attached when feel that way never handle things as well as others would
