;text;step1;tokens;final_tokens;step2
1727;i feel this needs a clever title but i cant think of one;feel this needs clever title but cant think of one;['feel', 'this', 'needs', 'clever', 'title', 'but', 'cant', 'think', 'of', 'one'];['feel', 'this', 'needs', 'clever', 'title', 'but', 'cant', 'think', 'of', 'one'];feel this needs clever title but cant think of one
1728;i feel kind of shamed about myself;feel kind of shamed about myself;['feel', 'kind', 'of', 'shamed', 'about', 'myself'];['feel', 'kind', 'of', 'shamed', 'about', 'myself'];feel kind of shamed about myself
1729;i felt like id developed feelings for this guy thus explaining why id even follow this guy like a faithful puppy dog and he never knew;felt like id developed feelings for this guy thus why id even follow this guy like faithful puppy dog and he never knew;['felt', 'like', 'id', 'developed', 'feelings', 'for', 'this', 'guy', 'thus', 'why', 'id', 'even', 'follow', 'this', 'guy', 'like', 'faithful', 'puppy', 'dog', 'and', 'he', 'never', 'knew'];['felt', 'like', 'id', 'developed', 'feelings', 'for', 'this', 'guy', 'thus', 'why', 'id', 'even', 'follow', 'this', 'guy', 'like', 'faithful', 'puppy', 'dog', 'and', 'he', 'never', 'knew'];felt like id developed feelings for this guy thus why id even follow this guy like faithful puppy dog and he never knew
1730;i feel like im so distracted most days;feel like im so distracted most days;['feel', 'like', 'im', 'so', 'distracted', 'most', 'days'];['feel', 'like', 'im', 'so', 'distracted', 'most', 'days'];feel like im so distracted most days
1731;i always feel sympathetic for those that do as well because life can be really hard on you sometimes when you do have alot of pride;always feel sympathetic for those that do as well because life can be really hard on you sometimes when you do have alot of pride;['always', 'feel', 'sympathetic', 'for', 'those', 'that', 'do', 'as', 'well', 'because', 'life', 'can', 'be', 'really', 'hard', 'on', 'you', 'sometimes', 'when', 'you', 'do', 'have', 'alot', 'of', 'pride'];['always', 'feel', 'sympathetic', 'for', 'those', 'that', 'do', 'as', 'well', 'because', 'life', 'can', 'be', 'really', 'hard', 'on', 'you', 'sometimes', 'when', 'you', 'do', 'have', 'alot', 'of', 'pride'];always feel sympathetic for those that do as well because life can be really hard on you sometimes when you do have alot of pride
1732;i have not had any serious injuries or setbacks other than that infection in my foot a couple of months ago but i have noticed that my knees and inner foot have started to ache and feel tender during the longer runs;have not had any serious injuries or setbacks other than that infection in my foot couple of months ago but have noticed that my knees and inner foot have started to ache and feel tender during the longer runs;['have', 'not', 'had', 'any', 'serious', 'injuries', 'or', 'setbacks', 'other', 'than', 'that', 'infection', 'in', 'my', 'foot', 'couple', 'of', 'months', 'ago', 'but', 'have', 'noticed', 'that', 'my', 'knees', 'and', 'inner', 'foot', 'have', 'started', 'to', 'ache', 'and', 'feel', 'tender', 'during', 'the', 'longer', 'runs'];['have', 'not', 'had', 'any', 'serious', 'injuries', 'or', 'setbacks', 'other', 'than', 'that', 'infection', 'in', 'my', 'foot', 'couple', 'of', 'months', 'ago', 'but', 'have', 'noticed', 'that', 'my', 'knees', 'and', 'inner', 'foot', 'have', 'started', 'to', 'ache', 'and', 'feel', 'tender', 'during', 'the', 'longer', 'runs'];have not had any serious injuries or setbacks other than that infection in my foot couple of months ago but have noticed that my knees and inner foot have started to ache and feel tender during the longer runs
1733;i feel like nine times out of as long as you re determined and keen it tends to work out anyway;feel like nine times out of as long as you re determined and keen it tends to work out anyway;['feel', 'like', 'nine', 'times', 'out', 'of', 'as', 'long', 'as', 'you', 're', 'determined', 'and', 'keen', 'it', 'tends', 'to', 'work', 'out', 'anyway'];['feel', 'like', 'nine', 'times', 'out', 'of', 'as', 'long', 'as', 'you', 're', 'determined', 'and', 'keen', 'it', 'tends', 'to', 'work', 'out', 'anyway'];feel like nine times out of as long as you re determined and keen it tends to work out anyway
1734;im feeling absolutely amazing;im feeling absolutely amazing;['im', 'feeling', 'absolutely', 'amazing'];['im', 'feeling', 'absolutely', 'amazing'];im feeling absolutely amazing
1735;i got a shot of terbutaline which makes you feel shaky and makes your heart race like you just drank cups of coffee;got shot of terbutaline which makes you feel shaky and makes your heart race like you just drank cups of coffee;['got', 'shot', 'of', 'terbutaline', 'which', 'makes', 'you', 'feel', 'shaky', 'and', 'makes', 'your', 'heart', 'race', 'like', 'you', 'just', 'drank', 'cups', 'of', 'coffee'];['got', 'shot', 'of', 'terbutaline', 'which', 'makes', 'you', 'feel', 'shaky', 'and', 'makes', 'your', 'heart', 'race', 'like', 'you', 'just', 'drank', 'cups', 'of', 'coffee'];got shot of terbutaline which makes you feel shaky and makes your heart race like you just drank cups of coffee
1736;i was stressed about my job search and apartment hunting and i was just feeling overwhelmed with everything that was going on;was stressed about my job search and apartment hunting and was just feeling overwhelmed with everything that was going on;['was', 'stressed', 'about', 'my', 'job', 'search', 'and', 'apartment', 'hunting', 'and', 'was', 'just', 'feeling', 'overwhelmed', 'with', 'everything', 'that', 'was', 'going', 'on'];['was', 'stressed', 'about', 'my', 'job', 'search', 'and', 'apartment', 'hunting', 'and', 'was', 'just', 'feeling', 'overwhelmed', 'with', 'everything', 'that', 'was', 'going', 'on'];was stressed about my job search and apartment hunting and was just feeling overwhelmed with everything that was going on
1737;ive been feeling very mad at it;ive been feeling very mad at it;['ive', 'been', 'feeling', 'very', 'mad', 'at', 'it'];['ive', 'been', 'feeling', 'very', 'mad', 'at', 'it'];ive been feeling very mad at it
1738;i havent been sick in the winter very often since i quit smoking years ago so seldom in fact that now when i do get sick i feel outraged hows that for rational thinking;havent been sick in the winter very often since quit smoking years ago so seldom in fact that now when do get sick feel outraged hows that for rational thinking;['havent', 'been', 'sick', 'in', 'the', 'winter', 'very', 'often', 'since', 'quit', 'smoking', 'years', 'ago', 'so', 'seldom', 'in', 'fact', 'that', 'now', 'when', 'do', 'get', 'sick', 'feel', 'outraged', 'hows', 'that', 'for', 'rational', 'thinking'];['havent', 'been', 'sick', 'in', 'the', 'winter', 'very', 'often', 'since', 'quit', 'smoking', 'years', 'ago', 'so', 'seldom', 'in', 'fact', 'that', 'now', 'when', 'do', 'get', 'sick', 'feel', 'outraged', 'hows', 'that', 'for', 'rational', 'thinking'];havent been sick in the winter very often since quit smoking years ago so seldom in fact that now when do get sick feel outraged hows that for rational thinking
1739;im feeling all romantic so i thought id show you some easy last minute presents and fashion ideas for valentines day;im feeling all romantic so thought id show you some easy last minute presents and fashion ideas for valentines day;['im', 'feeling', 'all', 'romantic', 'so', 'thought', 'id', 'show', 'you', 'some', 'easy', 'last', 'minute', 'presents', 'and', 'fashion', 'ideas', 'for', 'valentines', 'day'];['im', 'feeling', 'all', 'romantic', 'so', 'thought', 'id', 'show', 'you', 'some', 'easy', 'last', 'minute', 'presents', 'and', 'fashion', 'ideas', 'for', 'valentines', 'day'];im feeling all romantic so thought id show you some easy last minute presents and fashion ideas for valentines day
1740;i feel so restless so bored and im in danger of giving up on being good at work;feel so restless so bored and im in danger of giving up on being good at work;['feel', 'so', 'restless', 'so', 'bored', 'and', 'im', 'in', 'danger', 'of', 'giving', 'up', 'on', 'being', 'good', 'at', 'work'];['feel', 'so', 'restless', 'so', 'bored', 'and', 'im', 'in', 'danger', 'of', 'giving', 'up', 'on', 'being', 'good', 'at', 'work'];feel so restless so bored and im in danger of giving up on being good at work
1741;i need to step up my game but im just feeling like i cant be bothered;need to step up my game but im just feeling like cant be bothered;['need', 'to', 'step', 'up', 'my', 'game', 'but', 'im', 'just', 'feeling', 'like', 'cant', 'be', 'bothered'];['need', 'to', 'step', 'up', 'my', 'game', 'but', 'im', 'just', 'feeling', 'like', 'cant', 'be', 'bothered'];need to step up my game but im just feeling like cant be bothered
1742;i feel like im unwelcome;feel like im unwelcome;['feel', 'like', 'im', 'unwelcome'];['feel', 'like', 'im', 'unwelcome'];feel like im unwelcome
1743;i feel as uncomfortable now as if i were carrying a volvo but my belly is nice and tidy and looks not unsimilar to the beer gut my dad has nice and hard and round and i waddle just like he does;feel as uncomfortable now as if were carrying volvo but my belly is nice and tidy and looks not unsimilar to the beer gut my dad has nice and hard and round and waddle just like he does;['feel', 'as', 'uncomfortable', 'now', 'as', 'if', 'were', 'carrying', 'volvo', 'but', 'my', 'belly', 'is', 'nice', 'and', 'tidy', 'and', 'looks', 'not', 'unsimilar', 'to', 'the', 'beer', 'gut', 'my', 'dad', 'has', 'nice', 'and', 'hard', 'and', 'round', 'and', 'waddle', 'just', 'like', 'he', 'does'];['feel', 'as', 'uncomfortable', 'now', 'as', 'if', 'were', 'carrying', 'volvo', 'but', 'my', 'belly', 'is', 'nice', 'and', 'tidy', 'and', 'looks', 'not', 'unsimilar', 'to', 'the', 'beer', 'gut', 'my', 'dad', 'has', 'nice', 'and', 'hard', 'and', 'round', 'and', 'waddle', 'just', 'like', 'he', 'does'];feel as uncomfortable now as if were carrying volvo but my belly is nice and tidy and looks not unsimilar to the beer gut my dad has nice and hard and round and waddle just like he does
1744;im happy to report im still not feeling terribly stressed;im happy to report im still not feeling terribly stressed;['im', 'happy', 'to', 'report', 'im', 'still', 'not', 'feeling', 'terribly', 'stressed'];['im', 'happy', 'to', 'report', 'im', 'still', 'not', 'feeling', 'terribly', 'stressed'];im happy to report im still not feeling terribly stressed
1745;i feel more loyal to micah;feel more loyal to micah;['feel', 'more', 'loyal', 'to', 'micah'];['feel', 'more', 'loyal', 'to', 'micah'];feel more loyal to micah
1746;i feel that it is of vital importance that those who care about me know this stuff;feel that it is of vital importance that those who care about me know this stuff;['feel', 'that', 'it', 'is', 'of', 'vital', 'importance', 'that', 'those', 'who', 'care', 'about', 'me', 'know', 'this', 'stuff'];['feel', 'that', 'it', 'is', 'of', 'vital', 'importance', 'that', 'those', 'who', 'care', 'about', 'me', 'know', 'this', 'stuff'];feel that it is of vital importance that those who care about me know this stuff
1747;i did feel slightly weird in that costume;did feel slightly weird in that costume;['did', 'feel', 'slightly', 'weird', 'in', 'that', 'costume'];['did', 'feel', 'slightly', 'weird', 'in', 'that', 'costume'];did feel slightly weird in that costume
1748;i didnt want to be spending my days working in a job that i didnt enjoy or to come home feeling stressed and tired and not be able to give my daughter the attention she deserved;didnt want to be spending my days working in job that didnt enjoy or to come home feeling stressed and tired and not be able to give my daughter the attention she deserved;['didnt', 'want', 'to', 'be', 'spending', 'my', 'days', 'working', 'in', 'job', 'that', 'didnt', 'enjoy', 'or', 'to', 'come', 'home', 'feeling', 'stressed', 'and', 'tired', 'and', 'not', 'be', 'able', 'to', 'give', 'my', 'daughter', 'the', 'attention', 'she', 'deserved'];['didnt', 'want', 'to', 'be', 'spending', 'my', 'days', 'working', 'in', 'job', 'that', 'didnt', 'enjoy', 'or', 'to', 'come', 'home', 'feeling', 'stressed', 'and', 'tired', 'and', 'not', 'be', 'able', 'to', 'give', 'my', 'daughter', 'the', 'attention', 'she', 'deserved'];didnt want to be spending my days working in job that didnt enjoy or to come home feeling stressed and tired and not be able to give my daughter the attention she deserved
